block0.java_method#1#23,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_55909_2/bundles/org.eclipse.ui.ide/src/org/eclipse/ui/ide/undo/WorkspaceUndoUtil.java_delete#178#237
block2.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_55909_2/bundles/org.eclipse.ui.ide/src/org/eclipse/ui/ide/undo/WorkspaceUndoUtil.java_move#587#704,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_55909_2/bundles/org.eclipse.ui.ide/src/org/eclipse/ui/ide/undo/WorkspaceUndoUtil.java_copy#321#530
